k,kind,model,cv_score,features,best_params,accuracy,balanced_accuracy,precision
4,top+2,LogRegl1,90.0,"['V176', 'V380', 'V160', 'V416']",{'clf__C': np.float64(2.197148278547012)},0.544,0.5439182288052676,0.5431501498526892
4,rand_0,LogRegl2,90.0,"[np.str_('V191'), np.str_('V224'), np.str_('V377'), np.str_('V221')]",{'clf__C': np.float64(0.041924993150460804)},0.5393333333333333,0.5392698013883861,0.5380991399460493
6,top+1,ExtraTrees,80.0,"['V191', 'V176', 'V380', 'V160', 'V416', 'V224']","{'clf__max_depth': 8, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 323}",0.6276666666666667,0.6271742576868139,0.6598530174237041
6,top+1,XGBoost,80.0,"['V191', 'V176', 'V380', 'V160', 'V416', 'V224']","{'clf__colsample_bytree': np.float64(0.7694648776168372), 'clf__learning_rate': np.float64(0.018707545279571126), 'clf__max_depth': 4, 'clf__n_estimators': 416, 'clf__subsample': np.float64(0.7363207269058605)}",0.625,0.624744913751662,0.6379323143368087
6,top,GradientBoosting,70.0,"['V255', 'V191', 'V176', 'V380', 'V160', 'V416']","{'clf__learning_rate': np.float64(0.05501111167975336), 'clf__max_depth': 3, 'clf__n_estimators': 147, 'clf__subsample': np.float64(0.6281833256741867)}",0.6469999999999999,0.6468380618199693,0.6562607499140007
4,rand_2,LogRegl2,70.0,"[np.str_('V191'), np.str_('V160'), np.str_('V11'), np.str_('V212')]",{'clf__C': np.float64(2.197148278547012)},0.5483333333333333,0.5482853258384647,0.5468183433321764
6,top,XGBoost,70.0,"['V255', 'V191', 'V176', 'V380', 'V160', 'V416']","{'clf__colsample_bytree': np.float64(0.8698475964977794), 'clf__learning_rate': np.float64(0.06224942473745767), 'clf__max_depth': 3, 'clf__n_estimators': 305, 'clf__subsample': np.float64(0.8157818507942942)}",0.641,0.6408212248679134,0.6503086594613271
6,top+1,GradientBoosting,65.0,"['V191', 'V176', 'V380', 'V160', 'V416', 'V224']","{'clf__learning_rate': np.float64(0.018707545279571126), 'clf__max_depth': 3, 'clf__n_estimators': 316, 'clf__subsample': np.float64(0.7363207269058605)}",0.6313333333333334,0.6310337941778218,0.6483199794279874
3,rand_0,LogRegl1,60.0,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]",{'clf__C': np.float64(0.09469755543803382)},0.519,0.5184731560441403,0.5240322998777716
6,top,SVM_RBF,55.0,"['V255', 'V191', 'V176', 'V380', 'V160', 'V416']","{'clf__C': np.float64(6.393794237097354), 'clf__gamma': np.float64(0.016644299518966215)}",0.6553333333333333,0.6548162328189324,0.6973684280555807
5,rand_2,RandomForest,55.0,"[np.str_('V380'), np.str_('V224'), np.str_('V11'), np.str_('V175'), np.str_('V212')]","{'clf__max_depth': 9, 'clf__min_samples_leaf': 16, 'clf__n_estimators': 276}",0.5923333333333334,0.5920148571302368,0.6049928369814613
3,rand_0,LogRegl2,45.0,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]",{'clf__C': np.float64(0.041924993150460804)},0.5243333333333334,0.5240320081092459,0.5261137504280581
6,top+1,SVM_RBF,40.0,"['V191', 'V176', 'V380', 'V160', 'V416', 'V224']","{'clf__C': np.float64(0.29274829231169025), 'clf__gamma': np.float64(0.3604693586675808)}",0.631,0.6308423578979121,0.6376474651264058
5,rand_1,ExtraTrees,40.0,"[np.str_('V416'), np.str_('V309'), np.str_('V11'), np.str_('V262'), np.str_('V175')]","{'clf__max_depth': 11, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 439}",0.5906666666666666,0.5901794314278241,0.6113859687345649
6,top+1,RandomForest,40.0,"['V191', 'V176', 'V380', 'V160', 'V416', 'V224']","{'clf__max_depth': 8, 'clf__min_samples_leaf': 7, 'clf__n_estimators': 234}",0.6263333333333333,0.6259309777569738,0.6498440177708266
5,top,LogRegl1,40.0,"['V255', 'V191', 'V176', 'V380', 'V160']",{'clf__C': np.float64(0.16644299518966227)},0.5589999999999999,0.5589574167490449,0.5576784371973158
5,rand_2,SVM_RBF,35.0,"[np.str_('V380'), np.str_('V224'), np.str_('V11'), np.str_('V175'), np.str_('V212')]","{'clf__C': np.float64(6.393794237097354), 'clf__gamma': np.float64(0.016644299518966215)}",0.5926666666666667,0.59191685770899,0.6352723869347082
5,rand_2,GradientBoosting,35.0,"[np.str_('V380'), np.str_('V224'), np.str_('V11'), np.str_('V175'), np.str_('V212')]","{'clf__learning_rate': np.float64(0.018618814067432626), 'clf__max_depth': 2, 'clf__n_estimators': 164, 'clf__subsample': np.float64(0.8804927450629726)}",0.5823333333333333,0.581821979389132,0.6035004997259567
5,rand_2,XGBoost,35.0,"[np.str_('V380'), np.str_('V224'), np.str_('V11'), np.str_('V175'), np.str_('V212')]","{'clf__colsample_bytree': np.float64(0.9771170310658897), 'clf__learning_rate': np.float64(0.018968367710792175), 'clf__max_depth': 4, 'clf__n_estimators': 267, 'clf__subsample': np.float64(0.6482976441389584)}",0.5803333333333334,0.5800132381942985,0.5914492461450774
6,top,RandomForest,30.0,"['V255', 'V191', 'V176', 'V380', 'V160', 'V416']","{'clf__max_depth': 8, 'clf__min_samples_leaf': 7, 'clf__n_estimators': 401}",0.6443333333333333,0.6440206283923872,0.664402491912111
5,rand_1,SVM_RBF,30.0,"[np.str_('V416'), np.str_('V309'), np.str_('V11'), np.str_('V262'), np.str_('V175')]","{'clf__C': np.float64(48.01761562402178), 'clf__gamma': np.float64(0.008644104356930561)}",0.592,0.5913100888773604,0.6285550492867565
5,top,LogRegl2,25.0,"['V255', 'V191', 'V176', 'V380', 'V160']",{'clf__C': np.float64(0.041924993150460804)},0.556,0.5559573421602276,0.5546911663814024
6,top,LightGBM,25.0,"['V255', 'V191', 'V176', 'V380', 'V160', 'V416']","{'clf__learning_rate': np.float64(0.011979639074434058), 'clf__max_depth': 4, 'clf__n_estimators': 415, 'clf__num_leaves': 61, 'clf__subsample': np.float64(0.8714226754962524)}",0.637,0.6367124850344754,0.6539842873176207
5,rand_2,ExtraTrees,20.0,"[np.str_('V380'), np.str_('V224'), np.str_('V11'), np.str_('V175'), np.str_('V212')]","{'clf__max_depth': 6, 'clf__min_samples_leaf': 2, 'clf__n_estimators': 238}",0.5903333333333333,0.5897301040790609,0.6198003013036655
6,top+1,LightGBM,20.0,"['V191', 'V176', 'V380', 'V160', 'V416', 'V224']","{'clf__learning_rate': np.float64(0.011979639074434058), 'clf__max_depth': 4, 'clf__n_estimators': 415, 'clf__num_leaves': 61, 'clf__subsample': np.float64(0.8714226754962524)}",0.6216666666666666,0.6212981377212938,0.642031422815137
5,rand_1,XGBoost,15.0,"[np.str_('V416'), np.str_('V309'), np.str_('V11'), np.str_('V262'), np.str_('V175')]","{'clf__colsample_bytree': np.float64(0.7420988439976136), 'clf__learning_rate': np.float64(0.0108576321750405), 'clf__max_depth': 6, 'clf__n_estimators': 215, 'clf__subsample': np.float64(0.7323701126489202)}",0.5906666666666666,0.5903720831362688,0.6009872480460716
4,rand_1,LogRegl1,10.0,"[np.str_('V380'), np.str_('V416'), np.str_('V377'), np.str_('V175')]",{'clf__C': np.float64(2.197148278547012)},0.5296666666666666,0.5296006536169381,0.5286365272154745
4,rand_1,LogRegl2,10.0,"[np.str_('V380'), np.str_('V416'), np.str_('V377'), np.str_('V175')]",{'clf__C': np.float64(0.014177255479383569)},0.5299999999999999,0.5299266521260061,0.5291302080808178
6,rand_0,SVM_RBF,10.0,"[np.str_('V255'), np.str_('V176'), np.str_('V160'), np.str_('V224'), np.str_('V390'), np.str_('V175')]","{'clf__C': np.float64(0.41924993150460804), 'clf__gamma': np.float64(0.21971482785470117)}",0.6196666666666667,0.6194034149514677,0.6325895311182416
6,rand_2,ExtraTrees,10.0,"[np.str_('V255'), np.str_('V176'), np.str_('V160'), np.str_('V416'), np.str_('V262'), np.str_('V175')]","{'clf__max_depth': 6, 'clf__min_samples_leaf': 2, 'clf__n_estimators': 238}",0.6046666666666667,0.6041816501964682,0.630861058609922
6,rand_0,XGBoost,-5.0,"[np.str_('V255'), np.str_('V176'), np.str_('V160'), np.str_('V224'), np.str_('V390'), np.str_('V175')]","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.6203333333333333,0.6200594919577608,0.6338299524140232
6,rand_0,GradientBoosting,-5.0,"[np.str_('V255'), np.str_('V176'), np.str_('V160'), np.str_('V224'), np.str_('V390'), np.str_('V175')]","{'clf__learning_rate': np.float64(0.018707545279571126), 'clf__max_depth': 3, 'clf__n_estimators': 316, 'clf__subsample': np.float64(0.7363207269058605)}",0.623,0.622764195592792,0.6343631568931299
5,rand_2,LightGBM,-5.0,"[np.str_('V380'), np.str_('V224'), np.str_('V11'), np.str_('V175'), np.str_('V212')]","{'clf__learning_rate': np.float64(0.011979639074434058), 'clf__max_depth': 4, 'clf__n_estimators': 415, 'clf__num_leaves': 61, 'clf__subsample': np.float64(0.8714226754962524)}",0.5816666666666667,0.5812406108863047,0.5987185806853897
6,rand_0,LightGBM,-10.0,"[np.str_('V255'), np.str_('V176'), np.str_('V160'), np.str_('V224'), np.str_('V390'), np.str_('V175')]","{'clf__learning_rate': np.float64(0.018618814067432626), 'clf__max_depth': 6, 'clf__n_estimators': 484, 'clf__num_leaves': 15, 'clf__subsample': np.float64(0.8804927450629726)}",0.6206666666666667,0.6204781528692204,0.628917233791108
5,rand_1,GradientBoosting,-10.0,"[np.str_('V416'), np.str_('V309'), np.str_('V11'), np.str_('V262'), np.str_('V175')]","{'clf__learning_rate': np.float64(0.018707545279571126), 'clf__max_depth': 3, 'clf__n_estimators': 316, 'clf__subsample': np.float64(0.7363207269058605)}",0.596,0.5956860947844803,0.6082900241395722
6,top+2,ExtraTrees,-10.0,"['V176', 'V380', 'V160', 'V416', 'V224', 'V377']","{'clf__max_depth': 6, 'clf__min_samples_leaf': 2, 'clf__n_estimators': 238}",0.616,0.6155347177601089,0.6425436195886017
5,top+1,LogRegl2,-10.0,"['V191', 'V176', 'V380', 'V160', 'V416']",{'clf__C': np.float64(0.041924993150460804)},0.5516666666666666,0.55161383896723,0.5505318231616707
5,top+1,LogRegl1,-15.0,"['V191', 'V176', 'V380', 'V160', 'V416']",{'clf__C': np.float64(0.041924993150460804)},0.5579999999999999,0.557946020605028,0.5572243162147461
5,rand_1,RandomForest,-15.0,"[np.str_('V416'), np.str_('V309'), np.str_('V11'), np.str_('V262'), np.str_('V175')]","{'clf__max_depth': 8, 'clf__min_samples_leaf': 7, 'clf__n_estimators': 401}",0.5923333333333334,0.5919987089198725,0.6049108056096193
6,top+2,RandomForest,-20.0,"['V176', 'V380', 'V160', 'V416', 'V224', 'V377']","{'clf__max_depth': 5, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 367}",0.614,0.6136027672517952,0.6355038465327704
6,top+2,XGBoost,-25.0,"['V176', 'V380', 'V160', 'V416', 'V224', 'V377']","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.6173333333333333,0.617031429694934,0.6323116929155497
6,rand_1,ExtraTrees,-30.0,"[np.str_('V176'), np.str_('V380'), np.str_('V416'), np.str_('V390'), np.str_('V262'), np.str_('V175')]","{'clf__max_depth': 8, 'clf__min_samples_leaf': 7, 'clf__n_estimators': 234}",0.6046666666666667,0.6042969932022381,0.6234240462915599
6,top+2,GradientBoosting,-35.0,"['V176', 'V380', 'V160', 'V416', 'V224', 'V377']","{'clf__learning_rate': np.float64(0.018707545279571126), 'clf__max_depth': 3, 'clf__n_estimators': 316, 'clf__subsample': np.float64(0.7363207269058605)}",0.6103333333333333,0.6100866589388549,0.6210531921790917
6,rand_2,SVM_RBF,-35.0,"[np.str_('V255'), np.str_('V176'), np.str_('V160'), np.str_('V416'), np.str_('V262'), np.str_('V175')]","{'clf__C': np.float64(48.01761562402178), 'clf__gamma': np.float64(0.008644104356930561)}",0.6053333333333333,0.6046323619958889,0.6486834235124325
6,rand_0,ExtraTrees,-40.0,"[np.str_('V255'), np.str_('V176'), np.str_('V160'), np.str_('V224'), np.str_('V390'), np.str_('V175')]","{'clf__max_depth': 11, 'clf__min_samples_leaf': 10, 'clf__n_estimators': 381}",0.6113333333333334,0.6110479679717042,0.6249315336167239
6,rand_2,GradientBoosting,-40.0,"[np.str_('V255'), np.str_('V176'), np.str_('V160'), np.str_('V416'), np.str_('V262'), np.str_('V175')]","{'clf__learning_rate': np.float64(0.08612990916378668), 'clf__max_depth': 2, 'clf__n_estimators': 187, 'clf__subsample': np.float64(0.7185652978509862)}",0.6116666666666667,0.6113752326052767,0.6250045649815518
6,rand_0,RandomForest,-40.0,"[np.str_('V255'), np.str_('V176'), np.str_('V160'), np.str_('V224'), np.str_('V390'), np.str_('V175')]","{'clf__max_depth': 11, 'clf__min_samples_leaf': 15, 'clf__n_estimators': 251}",0.6193333333333334,0.6191987529171598,0.6245472907049754
6,rand_1,GradientBoosting,-45.0,"[np.str_('V176'), np.str_('V380'), np.str_('V416'), np.str_('V390'), np.str_('V262'), np.str_('V175')]","{'clf__learning_rate': np.float64(0.012447420336780599), 'clf__max_depth': 2, 'clf__n_estimators': 362, 'clf__subsample': np.float64(0.7694648776168372)}",0.6056666666666666,0.6053318093640824,0.6208015477241751
6,top+2,LightGBM,-50.0,"['V176', 'V380', 'V160', 'V416', 'V224', 'V377']","{'clf__learning_rate': np.float64(0.018968367710792175), 'clf__max_depth': 4, 'clf__n_estimators': 267, 'clf__num_leaves': 35, 'clf__subsample': np.float64(0.664083523552488)}",0.6093333333333333,0.6090033005248413,0.6248885531527695
6,rand_1,XGBoost,-50.0,"[np.str_('V176'), np.str_('V380'), np.str_('V416'), np.str_('V390'), np.str_('V262'), np.str_('V175')]","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.5993333333333333,0.598987574278179,0.6140399916537104
6,rand_1,RandomForest,-55.0,"[np.str_('V176'), np.str_('V380'), np.str_('V416'), np.str_('V390'), np.str_('V262'), np.str_('V175')]","{'clf__max_depth': 5, 'clf__min_samples_leaf': 8, 'clf__n_estimators': 583}",0.5973333333333333,0.5968895070945607,0.618586838896706
6,top+2,SVM_RBF,-55.0,"['V176', 'V380', 'V160', 'V416', 'V224', 'V377']","{'clf__C': np.float64(6.393794237097354), 'clf__gamma': np.float64(0.016644299518966215)}",0.6123333333333334,0.6117046347579989,0.6521170685823673
6,rand_1,SVM_RBF,-55.0,"[np.str_('V176'), np.str_('V380'), np.str_('V416'), np.str_('V390'), np.str_('V262'), np.str_('V175')]","{'clf__C': np.float64(6.393794237097354), 'clf__gamma': np.float64(0.016644299518966215)}",0.602,0.6013082957170236,0.6433688079166431
5,rand_0,ExtraTrees,-55.0,"[np.str_('V224'), np.str_('V309'), np.str_('V262'), np.str_('V221'), np.str_('V212')]","{'clf__max_depth': 4, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 403}",0.575,0.5745370950806775,0.5909566523568078
5,rand_1,LightGBM,-65.0,"[np.str_('V416'), np.str_('V309'), np.str_('V11'), np.str_('V262'), np.str_('V175')]","{'clf__learning_rate': np.float64(0.011979639074434058), 'clf__max_depth': 4, 'clf__n_estimators': 415, 'clf__num_leaves': 61, 'clf__subsample': np.float64(0.8714226754962524)}",0.582,0.5816097753466442,0.5954426601113528
6,rand_2,XGBoost,-65.0,"[np.str_('V255'), np.str_('V176'), np.str_('V160'), np.str_('V416'), np.str_('V262'), np.str_('V175')]","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.6126666666666667,0.6123625485211356,0.6271660305063849
6,rand_2,RandomForest,-70.0,"[np.str_('V255'), np.str_('V176'), np.str_('V160'), np.str_('V416'), np.str_('V262'), np.str_('V175')]","{'clf__max_depth': 9, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 295}",0.6126666666666667,0.612378549897198,0.6275637063245568
6,rand_1,LightGBM,-70.0,"[np.str_('V176'), np.str_('V380'), np.str_('V416'), np.str_('V390'), np.str_('V262'), np.str_('V175')]","{'clf__learning_rate': np.float64(0.011979639074434058), 'clf__max_depth': 4, 'clf__n_estimators': 415, 'clf__num_leaves': 61, 'clf__subsample': np.float64(0.8714226754962524)}",0.6043333333333333,0.6039837212056082,0.6207382118087565
5,rand_0,RandomForest,-70.0,"[np.str_('V224'), np.str_('V309'), np.str_('V262'), np.str_('V221'), np.str_('V212')]","{'clf__max_depth': 4, 'clf__min_samples_leaf': 2, 'clf__n_estimators': 564}",0.573,0.5723657045642879,0.5970107955784196
6,rand_2,LightGBM,-75.0,"[np.str_('V255'), np.str_('V176'), np.str_('V160'), np.str_('V416'), np.str_('V262'), np.str_('V175')]","{'clf__learning_rate': np.float64(0.018618814067432626), 'clf__max_depth': 6, 'clf__n_estimators': 484, 'clf__num_leaves': 15, 'clf__subsample': np.float64(0.8804927450629726)}",0.5963333333333334,0.5961308297291079,0.6030697173802991
5,rand_0,SVM_RBF,-75.0,"[np.str_('V224'), np.str_('V309'), np.str_('V262'), np.str_('V221'), np.str_('V212')]","{'clf__C': np.float64(6.393794237097354), 'clf__gamma': np.float64(0.016644299518966215)}",0.5776666666666667,0.5769539109137086,0.6098992906921438
5,top+2,LogRegl2,-85.0,"['V176', 'V380', 'V160', 'V416', 'V224']",{'clf__C': np.float64(0.041924993150460804)},0.5626666666666666,0.5625955742831411,0.5623741886216113
7,top,GradientBoosting,-85.0,"['V255', 'V191', 'V176', 'V380', 'V160', 'V416', 'V224']","{'clf__learning_rate': np.float64(0.07717567274870522), 'clf__max_depth': 2, 'clf__n_estimators': 339, 'clf__subsample': np.float64(0.6621992493842985)}",0.646,0.6458307851861645,0.6551368186177805
5,top+2,LogRegl1,-90.0,"['V176', 'V380', 'V160', 'V416', 'V224']",{'clf__C': np.float64(2.197148278547012)},0.5619999999999999,0.5619215433779222,0.5619019967188434
5,rand_0,LogRegl1,-90.0,"[np.str_('V224'), np.str_('V309'), np.str_('V262'), np.str_('V221'), np.str_('V212')]",{'clf__C': np.float64(0.01305676922327696)},0.548,0.5477185670606679,0.5530077034018367
5,rand_0,GradientBoosting,-95.0,"[np.str_('V224'), np.str_('V309'), np.str_('V262'), np.str_('V221'), np.str_('V212')]","{'clf__learning_rate': np.float64(0.012447420336780599), 'clf__max_depth': 2, 'clf__n_estimators': 362, 'clf__subsample': np.float64(0.7694648776168372)}",0.5723333333333334,0.5718931058720949,0.5867113776280516
7,top,ExtraTrees,-95.0,"['V255', 'V191', 'V176', 'V380', 'V160', 'V416', 'V224']","{'clf__max_depth': 8, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 323}",0.6430000000000001,0.6425853715785262,0.6718946289005613
5,rand_2,LogRegl1,-95.0,"[np.str_('V380'), np.str_('V224'), np.str_('V11'), np.str_('V175'), np.str_('V212')]",{'clf__C': np.float64(0.02927482923116903)},0.5569999999999999,0.5569080767338778,0.5574670716508717
5,rand_0,LightGBM,-95.0,"[np.str_('V224'), np.str_('V309'), np.str_('V262'), np.str_('V221'), np.str_('V212')]","{'clf__learning_rate': np.float64(0.01659816376671886), 'clf__max_depth': 5, 'clf__n_estimators': 402, 'clf__num_leaves': 28, 'clf__subsample': np.float64(0.8698475964977794)}",0.5676666666666667,0.5673115936841001,0.5770679550492634
5,rand_0,XGBoost,-100.0,"[np.str_('V224'), np.str_('V309'), np.str_('V262'), np.str_('V221'), np.str_('V212')]","{'clf__colsample_bytree': np.float64(0.7694648776168372), 'clf__learning_rate': np.float64(0.018707545279571126), 'clf__max_depth': 4, 'clf__n_estimators': 416, 'clf__subsample': np.float64(0.7363207269058605)}",0.5626666666666666,0.5623614821478181,0.5696171631045581
7,top,XGBoost,-110.0,"['V255', 'V191', 'V176', 'V380', 'V160', 'V416', 'V224']","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.64,0.6397106461424594,0.6573597435677674
5,rand_2,LogRegl2,-115.0,"[np.str_('V380'), np.str_('V224'), np.str_('V11'), np.str_('V175'), np.str_('V212')]",{'clf__C': np.float64(1.1285665712014172)},0.5586666666666668,0.5586247913887178,0.5578790723975467
7,rand_1,ExtraTrees,-120.0,"[np.str_('V255'), np.str_('V191'), np.str_('V380'), np.str_('V160'), np.str_('V416'), np.str_('V224'), np.str_('V390')]","{'clf__max_depth': 5, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 367}",0.631,0.6304710765061602,0.6669712685266376
7,top+1,ExtraTrees,-120.0,"['V191', 'V176', 'V380', 'V160', 'V416', 'V224', 'V377']","{'clf__max_depth': 8, 'clf__min_samples_leaf': 7, 'clf__n_estimators': 401}",0.637,0.6366078625221651,0.6623218029389802
5,rand_1,LogRegl1,-125.0,"[np.str_('V416'), np.str_('V309'), np.str_('V11'), np.str_('V262'), np.str_('V175')]",{'clf__C': np.float64(2.197148278547012)},0.5676666666666667,0.5675928673288343,0.5674265659587046
5,rand_1,LogRegl2,-125.0,"[np.str_('V416'), np.str_('V309'), np.str_('V11'), np.str_('V262'), np.str_('V175')]",{'clf__C': np.float64(0.6393794237097356)},0.5666666666666665,0.5665941713492186,0.5663522297305269
7,top,SVM_RBF,-130.0,"['V255', 'V191', 'V176', 'V380', 'V160', 'V416', 'V224']","{'clf__C': np.float64(6.393794237097354), 'clf__gamma': np.float64(0.016644299518966215)}",0.6466666666666666,0.6461827482560413,0.6829074545786945
7,top+2,ExtraTrees,-155.0,"['V176', 'V380', 'V160', 'V416', 'V224', 'V377', 'V390']","{'clf__max_depth': 8, 'clf__min_samples_leaf': 7, 'clf__n_estimators': 234}",0.6183333333333333,0.6180047915358557,0.6350599861076017
6,top,LogRegl1,-160.0,"['V255', 'V191', 'V176', 'V380', 'V160', 'V416']",{'clf__C': np.float64(0.16644299518966227)},0.5589999999999999,0.5589574167490449,0.5576784371973158
7,top,LightGBM,-160.0,"['V255', 'V191', 'V176', 'V380', 'V160', 'V416', 'V224']","{'clf__learning_rate': np.float64(0.06224942473745767), 'clf__max_depth': 3, 'clf__n_estimators': 305, 'clf__num_leaves': 31, 'clf__subsample': np.float64(0.757245163188121)}",0.6413333333333333,0.6411453500582366,0.6514429772843081
7,top+1,XGBoost,-160.0,"['V191', 'V176', 'V380', 'V160', 'V416', 'V224', 'V377']","{'clf__colsample_bytree': np.float64(0.7694648776168372), 'clf__learning_rate': np.float64(0.018707545279571126), 'clf__max_depth': 4, 'clf__n_estimators': 416, 'clf__subsample': np.float64(0.7363207269058605)}",0.627,0.6267709924772554,0.6382747254906066
7,top+1,GradientBoosting,-165.0,"['V191', 'V176', 'V380', 'V160', 'V416', 'V224', 'V377']","{'clf__learning_rate': np.float64(0.018707545279571126), 'clf__max_depth': 3, 'clf__n_estimators': 316, 'clf__subsample': np.float64(0.7363207269058605)}",0.6306666666666666,0.6303990637002025,0.6449435557667266
7,rand_1,SVM_RBF,-165.0,"[np.str_('V255'), np.str_('V191'), np.str_('V380'), np.str_('V160'), np.str_('V416'), np.str_('V224'), np.str_('V390')]","{'clf__C': np.float64(48.01761562402178), 'clf__gamma': np.float64(0.008644104356930561)}",0.6286666666666667,0.6281349590453978,0.6642517474343689
7,top+1,LightGBM,-170.0,"['V191', 'V176', 'V380', 'V160', 'V416', 'V224', 'V377']","{'clf__learning_rate': np.float64(0.06224942473745767), 'clf__max_depth': 3, 'clf__n_estimators': 305, 'clf__num_leaves': 31, 'clf__subsample': np.float64(0.757245163188121)}",0.6216666666666666,0.621451594074269,0.631411405997045
6,top,LogRegl2,-175.0,"['V255', 'V191', 'V176', 'V380', 'V160', 'V416']",{'clf__C': np.float64(0.041924993150460804)},0.5569999999999999,0.5569560248058166,0.5557822052975102
7,top+1,SVM_RBF,-180.0,"['V191', 'V176', 'V380', 'V160', 'V416', 'V224', 'V377']","{'clf__C': np.float64(0.15166336526237675), 'clf__gamma': np.float64(0.109860831937539)}",0.6336666666666667,0.6334077983073357,0.6477300317712137
7,top+1,RandomForest,-185.0,"['V191', 'V176', 'V380', 'V160', 'V416', 'V224', 'V377']","{'clf__max_depth': 8, 'clf__min_samples_leaf': 7, 'clf__n_estimators': 234}",0.6333333333333333,0.6330131644479357,0.6519204474260655
7,rand_1,GradientBoosting,-185.0,"[np.str_('V255'), np.str_('V191'), np.str_('V380'), np.str_('V160'), np.str_('V416'), np.str_('V224'), np.str_('V390')]","{'clf__learning_rate': np.float64(0.012447420336780599), 'clf__max_depth': 2, 'clf__n_estimators': 362, 'clf__subsample': np.float64(0.7694648776168372)}",0.6296666666666667,0.6293410800669963,0.6482974026898872
5,rand_0,LogRegl2,-190.0,"[np.str_('V224'), np.str_('V309'), np.str_('V262'), np.str_('V221'), np.str_('V212')]",{'clf__C': np.float64(0.014177255479383569)},0.5499999999999999,0.5499031982655656,0.5499911394648237
7,rand_1,XGBoost,-195.0,"[np.str_('V255'), np.str_('V191'), np.str_('V380'), np.str_('V160'), np.str_('V416'), np.str_('V224'), np.str_('V390')]","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.638,0.6376791797020414,0.6572348231327929
7,top,RandomForest,-195.0,"['V255', 'V191', 'V176', 'V380', 'V160', 'V416', 'V224']","{'clf__max_depth': 11, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 439}",0.649,0.648690789184725,0.6688506961303452
6,rand_0,LogRegl2,-210.0,"[np.str_('V255'), np.str_('V176'), np.str_('V160'), np.str_('V224'), np.str_('V390'), np.str_('V175')]",{'clf__C': np.float64(0.041924993150460804)},0.5733333333333334,0.5733177399309121,0.5715690685280954
7,top+2,GradientBoosting,-215.0,"['V176', 'V380', 'V160', 'V416', 'V224', 'V377', 'V390']","{'clf__learning_rate': np.float64(0.012447420336780599), 'clf__max_depth': 2, 'clf__n_estimators': 362, 'clf__subsample': np.float64(0.7694648776168372)}",0.6196666666666667,0.6193675074736329,0.6350333722937443
7,top+2,XGBoost,-215.0,"['V176', 'V380', 'V160', 'V416', 'V224', 'V377', 'V390']","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.6176666666666667,0.6173548014967482,0.6332347309154306
7,rand_1,RandomForest,-215.0,"[np.str_('V255'), np.str_('V191'), np.str_('V380'), np.str_('V160'), np.str_('V416'), np.str_('V224'), np.str_('V390')]","{'clf__max_depth': 9, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 295}",0.6309999999999999,0.630715715472579,0.6464992120486814
7,rand_1,LightGBM,-220.0,"[np.str_('V255'), np.str_('V191'), np.str_('V380'), np.str_('V160'), np.str_('V416'), np.str_('V224'), np.str_('V390')]","{'clf__learning_rate': np.float64(0.018968367710792175), 'clf__max_depth': 4, 'clf__n_estimators': 267, 'clf__num_leaves': 35, 'clf__subsample': np.float64(0.664083523552488)}",0.6316666666666667,0.6313104041880496,0.6529119381129773
